codiceIsil;denominazioni.ufficiale;ente;indirizzo.via-piazza;tipologia-amministrativa;tipologia-funzionale;accesso.portatori-handicap;accesso.riservato;Lat;Long;comune
IT-MI1338;Biblioteca della Fondazione ENI Enrico Mattei;Fondazione ENI Enrico Mattei;Corso Magenta 63;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;True;True;45,4656874;9,1716494;Milano
IT-MI1339;Biblioteca del Polo centrale di medicina e chirurgia dell'Università degli studi di Milano;Università degli studi di Milano;Via della Commenda 19;Presidenza del consiglio dei ministri e ministeri;Istituto di insegnamento superiore;;False;45,4576552;9,1990484;Milano
IT-MI1340;Biblioteche del Polo di mediazione interculturale e comunicazione dell'Università degli studi di Milano;;Piazza Montanelli 11;NON SPECIFICATA;NON SPECIFICATA;;;45,5341032;9,2471858;Milano
IT-MI1341;Fondo Ada e Mario De Micheli presso la Biblioteca comunale di Cascina Ovi;;Via Olgia 9;NON SPECIFICATA;NON SPECIFICATA;;;45,609626;9,5181921;Milano
IT-MI1342;Biblioteca Casa di riposo per musicisti Fondazione Giuseppe Verdi;;Piazza Buonarroti, 29;NON SPECIFICATA;NON SPECIFICATA;;;45,470373;9,1550607;Milano
IT-MI1343;Raccolta Ascoli Fondazione per Leggere;;Via Ticino, 72;NON SPECIFICATA;NON SPECIFICATA;;;45,3955626;8,9090553;Milano
IT-MI1347;Biblioteca del Collegio universitario Modena;;;NON SPECIFICATA;NON SPECIFICATA;;;45,4708205;9,2186645;Milano
IT-MI1350;Biblioteca del Collegio universitario Santa Sofia;;;NON SPECIFICATA;NON SPECIFICATA;;;45,4572365;9,1919083;Milano
IT-MI1352;Prestito libri Polo Vialba;;Via G.B. Grassi 74;NON SPECIFICATA;NON SPECIFICATA;;;45,5192078;9,1182781;Milano
IT-MI1353;Prestito libri Polo MIC;;Piazza  Indro Montanelli 11;NON SPECIFICATA;NON SPECIFICATA;;;45,5358577;9,2388895;Milano
IT-MI1354;Biblioteche del Museo Poldi Pezzoli;Fondazione artistica Poldi Pezzoli ONLUS;Via A. Manzoni, 12;Accademie, associazioni, fondazioni, istituti (pubblici);NON SPECIFICATA;;;45,4653062;9,1907427;Milano
IT-MI1355;Biblioteca dell'AESS Archivio di Etnografia e Storia Sociale;;P.zza Città di Lombardia, 1;NON SPECIFICATA;NON SPECIFICATA;;;45,488861;9,1937459;Milano
IT-MI1356;Archivio Verri - Fondazione Raffaele Mattioli per la Storia del pensiero economico;;Via Manzoni 10;NON SPECIFICATA;NON SPECIFICATA;;;45,4681619;9,1908049;Milano
IT-MI1357;Biblioteca comunale rionale Valvassori Peroni;Comune di Milano;Via Valvassori Peroni, 56;Comune;Pubblica;True;False;45,4793393;9,2365443;Milano
IT-MI1358;Biblioteca Europea di Informazione e Cultura - BEIC;Fondazione Biblioteca Europea di Informazione e Cultura;Via Fiori Oscuri 2;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;;45,465371199675;9,18924246441804;Milano
IT-MI1361;Biblioteca della Fondazione Museo di Fotografia Contemporanea;;Via Frova, 10;NON SPECIFICATA;NON SPECIFICATA;;;45,5573415;9,2150107;Milano
IT-MI1363;Prestito libri Polo IULM;;;NON SPECIFICATA;NON SPECIFICATA;;;45,4427185;9,1637225;Milano
IT-MI1364;Biblioteca dell'Autorità per l'energia elettrica e il gas;;Piazza Cavour, 5;NON SPECIFICATA;NON SPECIFICATA;;;45,4728724;9,1954154;Milano
IT-MI1366;Archivi Storici del Politecnico di Milano;Politecnico di Milano;Via Durando, 10;Universita' statali;Istituto di insegnamento superiore;;False;45,5041898;9,1641302;Milano
IT-MI1367;Biblioteca dell'Accademia Teatro alla Scala;Accademia Teatro alla Scala;Via Santa Marta 18;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;;45,4617181;9,18269729999997;Milano
IT-MI1956;Biblioteca comunale;Comune di Carpiano;via San Martino 10;Comune;Pubblica;False;False;45,3409411772142;9,27335699867251;Milano
IT-MI1957;Biblioteca Ambientale;Comune di Cassano d'Adda;Via Colognesi - Isola Borromeo;Comune;Pubblica;False;False;45,5264686393403;9,5252773471741;Milano
IT-MI1958;Biblioteca comunale;Comune di San Giuliano Milanese;Via Lombardi, 8;Comune;Pubblica;True;False;45,394492;9,24655499999994;Milano
IT-MI1959;Biblioteca comunale;Comune di Colturano;via Municipio 1;Comune;Pubblica;True;;45,3807761343087;9,34741306931153;Milano
IT-MI1960;Biblioteca comunale;Comune di Peschiera Borromeo;via Trieste 7;Comune;Pubblica;True;False;45,4628139;9,30390590000002;Milano
IT-MI1970;Biblioteca del Centro culturale protestante di Milano;Centro culturale protestante di Milano;Via F. Sforza, 12 a;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,4617462;9,19723850000003;Milano
IT-MI1971;Biblioteca Assocalzaturifici;Assocalzaturifici italiani;Via Monte Rosa 21;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;45,4725988;9,15218159999995;Milano
IT-MI1972;Biblioteca di Morando della Fondazione Cineteca Italiana;Fondazione Cineteca Italiana;Via G. B. Sammartini 95;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;;45,4976619;9,21409859999994;Milano
IT-MI1973;Biblioteca Isola dei Libri;Associazione Nuova Acropoli Lombardia;Piazzale Egeo 8;Accademie, associazioni, fondazioni, istituti, societa' (privati);Pubblica;;False;45,5138304;9,21494719999998;Milano
IT-MI1974;Biblioteca della Fondazione Pirelli;Fondazione Pirelli;Viale P. e A. Pirelli, 25 (Ingresso Viale Sarca, 222) ;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;45,5196932;9,2113018;Milano
IT-MI1975;Biblioteca Biomedica di Città Studi - Sezione Prestito per il diritto allo studio;Università degli studi di Milano;Via Valvassori Peroni 21;Universita' statali;Istituto di insegnamento superiore;;False;45,4765415077159;9,2366706994751;Milano
IT-MI1976;Biblioteca dell'Associazione NoMus;NoMus Associazione culturale no profit. Centro Studi e Ricerche sulla Musica Moderna e Contemporanea;Via Tito Vignoli 37/A ;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;;45,4518854;9,14774539999996;Milano
IT-MI1978;Biblioteca del Civico Archivio Fotografico;Comune di Milano;Piazza Castello - Castello Sforzesco;Comune;Specializzata;;False;45,4688761128941;9,18089612621156;Milano
IT-MI1979;Centro studi Associazione Saveria Antiochia Osservatorio antimafia - SAO;Associazione Saveria Antiochia Osseravotorio antimafia - SAO;Via Melzi d’Eril 9 ;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;45,4781245;9,17327920000002;Milano
IT-MI1992;Sistema Bibliotecario di Milano;;Corso di Porta Vittoria 6 ;NON SPECIFICATA;NON SPECIFICATA;True;True;45,4621641;9,19814500000007;Milano
IT-MI1993;Biblioteca della Fondazione Elvira Badaracco;Fondazione Elvira Badaracco;Via Menabrea 13;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;45,4950561;9,18674859999999;Milano
IT-MI1994;Biblioteca del Centro funzionale Raffaele Mattioli;Università degli studi di Milano;Via Festa del Perdono 7;Universita' statali;Istituto di insegnamento superiore;;False;45,460366;9,19398560000002;Milano
IT-MN0008;Biblioteca comunale;Comune di Bozzolo;Via G. Matteotti 3;Comune;Importante non specializzata;;False;0,0;0,0;Milano
IT-MN0011;Biblioteca comunale;Comune di Casalmoro;Via Disciplina 1;Comune;Pubblica;;False;45,2611683;10,4061884;Milano
IT-MN0012;Biblioteca comunale;Comune di Casaloldo;Piazza G. Matteotti 1;Comune;Pubblica;;False;45,2533668;10,4779576;Milano
IT-MN0014;Biblioteca comunale;Comune di Casalromano;Piazza C. Battisti 11;Comune;Pubblica;;False;45,2005653;10,3662302;Milano
IT-MN0015;Biblioteca comunale;Comune di Castel d'Ario;Piazza Castello;Comune;Pubblica;;False;45,1910791;10,9761523;Milano
IT-MN0016;Biblioteca comunale;Comune di Castel Goffredo;Piazza G. Matteotti 7;Comune;Importante non specializzata;;False;45,296414;10,4749613;Milano
IT-MN0017;Biblioteca comunale;Comune di Castelbelforte;Via Mazzini 8;Comune;Pubblica;;False;45,215847;10,8938361;Milano
IT-MN0019;Biblioteca comunale;Comune di Castellucchio;Piazza A. Pasotti 14;Comune;Pubblica;;False;45,1490519;10,6456712;Milano
IT-MN0020;Biblioteca comunale;Comune di Castiglione delle Stiviere;Via Ascoli 31;Comune;Importante non specializzata;;False;45,3941817;10,4882281;Milano
IT-MN0021;Biblioteca comunale;Comune di Cavriana;Via Porta antica;Comune;Pubblica;;False;45,3507267;10,5992145;Milano
IT-MN0022;Biblioteca comunale Ferrante Bandera;Comune di Ceresara;Piazza Castello 28;Comune;Pubblica;;False;45,2646405;10,5685374;Milano
IT-MN0023;Biblioteca comunale Ettore Tenca;Comune di Commessaggio;Via S. Camicia 33;Comune;Pubblica;;False;45,0364208;10,5436516;Milano
IT-MN0024;Biblioteca comunale;Comune di Curtatone;Via Europa 21;Comune;Pubblica;;False;45,1350958;10,7364946;Milano
IT-MN0025;Biblioteca comunale;Comune di Dosolo;Via dei Frati 1;Comune;Pubblica;;False;44,9504923;10,634908;Milano
IT-MN0026;Biblioteca comunale Cesare Zavattini;Comune di Felonica;Piazza Municipio 15;Comune;Importante non specializzata;;False;44,9683445;11,3550589;Milano
IT-MN0028;Biblioteca comunale Aldo Placchi;Comune di Gazzuolo;Via Roma 19;Comune;Pubblica;;False;45,0691907;10,5833542;Milano
